TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
769,2024-01-21,Dumbbell Set 10kg,Sports,West,Offline,6,3499,20994,Credit Card,CUST1028
770,2024-04-08,Fresh Orange Juice,Groceries,West,Online,9,149,1341,Credit Card,CUST1143
771,2024-06-30,Levi's 501 Jeans,Clothing,East,Online,8,3999,31992,Cash,CUST1192
772,2024-02-27,Greek Yogurt Pack,Groceries,West,Online,1,199,199,Credit Card,CUST1095
773,2024-03-29,Queen Bed Frame,Furniture,West,Online,5,22999,114995,UPI,CUST1115
774,2024-06-07,Olive Oil Premium,Groceries,East,Offline,2,599,1198,Credit Card,CUST1100
775,2024-02-15,Organic Almonds 500g,Groceries,East,Online,3,699,2097,Net Banking,CUST1038
776,2024-02-22,Wilson Tennis Racket,Sports,West,Offline,3,5499,16497,Net Banking,CUST1088
777,2024-04-17,IKEA Study Desk,Furniture,East,Online,2,12999,25998,UPI,CUST1105
778,2024-05-28,Olive Oil Premium,Groceries,West,Offline,9,599,5391,Net Banking,CUST1117
779,2024-03-18,Yoga Mat Premium,Sports,East,Online,8,1299,10392,UPI,CUST1073
780,2024-01-13,Zara Floral Dress,Clothing,West,Online,3,2999,8997,UPI,CUST1046
781,2024-02-14,Maybelline Foundation,Beauty,East,Online,6,799,4794,Cash,CUST1112
782,2024-03-07,Whole Wheat Bread,Groceries,North,Online,6,89,534,UPI,CUST1037
783,2024-04-05,Coffee Table Glass,Furniture,North,Online,1,6999,6999,Net Banking,CUST1127
784,2024-02-07,Ergonomic Chair,Furniture,East,Offline,5,15999,79995,UPI,CUST1165
785,2024-06-29,Fresh Orange Juice,Groceries,South,Offline,10,149,1490,Cash,CUST1144
786,2024-04-23,Olive Oil Premium,Groceries,South,Offline,3,599,1797,Credit Card,CUST1078
787,2024-01-07,Coffee Table Glass,Furniture,West,Online,1,6999,6999,Cash,CUST1149
788,2024-05-14,Zara Floral Dress,Clothing,East,Online,8,2999,23992,Credit Card,CUST1131
789,2024-04-10,Adidas Hoodie,Clothing,North,Online,1,3499,3499,UPI,CUST1101
790,2024-02-07,Dove Body Lotion,Beauty,West,Online,6,349,2094,UPI,CUST1078
791,2024-04-24,Wilson Tennis Racket,Sports,South,Online,7,5499,38493,Net Banking,CUST1073
792,2024-02-11,Dove Body Lotion,Beauty,East,Offline,2,349,698,Cash,CUST1053
793,2024-03-18,Coffee Table Glass,Furniture,East,Offline,4,6999,27996,Credit Card,CUST1001
794,2024-04-14,Neutrogena Sunscreen,Beauty,East,Online,10,599,5990,Cash,CUST1051
795,2024-02-17,Ergonomic Chair,Furniture,East,Offline,5,15999,79995,UPI,CUST1126
796,2024-05-23,Dove Body Lotion,Beauty,East,Online,5,349,1745,UPI,CUST1163
797,2024-06-11,IKEA Study Desk,Furniture,West,Online,2,12999,25998,Credit Card,CUST1030
798,2024-03-11,IKEA Study Desk,Furniture,North,Offline,3,12999,38997,Net Banking,CUST1177
799,2024-01-31,Brown Rice 5kg,Groceries,South,Online,1,399,399,Cash,CUST1081
800,2024-04-28,Maybelline Foundation,Beauty,East,Online,7,799,5593,UPI,CUST1012
801,2024-03-15,Brown Rice 5kg,Groceries,West,Offline,3,399,1197,Credit Card,CUST1153
802,2024-02-12,Dumbbell Set 10kg,Sports,South,Offline,5,3499,17495,UPI,CUST1175
803,2024-06-27,Neutrogena Sunscreen,Beauty,North,Online,3,599,1797,Credit Card,CUST1035
804,2024-05-12,Greek Yogurt Pack,Groceries,West,Offline,3,199,597,Credit Card,CUST1055
805,2024-02-09,Yoga Mat Premium,Sports,South,Offline,9,1299,11691,Credit Card,CUST1106
806,2024-04-27,Samsung Galaxy S23,Electronics,South,Online,3,79999,239997,UPI,CUST1035
807,2024-04-23,Swim Goggles Pro,Sports,East,Online,2,999,1998,Cash,CUST1032
808,2024-06-26,Puma Track Pants,Clothing,West,Online,2,2499,4998,Net Banking,CUST1176
809,2024-01-29,Samsung Galaxy S23,Electronics,South,Online,1,79999,79999,Credit Card,CUST1168
810,2024-05-11,Wilson Tennis Racket,Sports,East,Online,2,5499,10998,UPI,CUST1170
811,2024-01-03,JBL Bluetooth Speaker,Electronics,South,Online,2,6999,13998,Cash,CUST1171
812,2024-03-30,Samsung Galaxy S23,Electronics,South,Offline,5,79999,399995,UPI,CUST1090
813,2024-02-11,Swim Goggles Pro,Sports,West,Online,10,999,9990,Credit Card,CUST1135
814,2024-02-25,Maybelline Foundation,Beauty,East,Offline,1,799,799,Credit Card,CUST1054
815,2024-05-09,Dove Body Lotion,Beauty,North,Online,2,349,698,Cash,CUST1090
816,2024-04-07,Wooden Bookshelf,Furniture,West,Offline,3,8999,26997,Credit Card,CUST1119
817,2024-01-29,Yoga Mat Premium,Sports,South,Offline,9,1299,11691,Credit Card,CUST1021
818,2024-03-24,IKEA Study Desk,Furniture,East,Offline,3,12999,38997,Net Banking,CUST1057
819,2024-05-21,Ergonomic Chair,Furniture,East,Online,4,15999,63996,UPI,CUST1045
820,2024-01-04,Dove Body Lotion,Beauty,West,Online,2,349,698,Credit Card,CUST1036
821,2024-04-11,Coffee Table Glass,Furniture,South,Offline,2,6999,13998,Credit Card,CUST1093
822,2024-02-20,Whole Wheat Bread,Groceries,East,Offline,8,89,712,UPI,CUST1195
823,2024-05-28,Dumbbell Set 10kg,Sports,West,Offline,7,3499,24493,Net Banking,CUST1130
824,2024-03-12,Adidas Hoodie,Clothing,East,Online,4,3499,13996,Cash,CUST1007
825,2024-01-26,L'Oreal Shampoo,Beauty,West,Online,3,499,1497,Net Banking,CUST1154
826,2024-06-22,Whole Wheat Bread,Groceries,North,Online,2,89,178,Net Banking,CUST1119
827,2024-02-21,Olive Oil Premium,Groceries,West,Online,6,599,3594,Credit Card,CUST1195
828,2024-01-09,IKEA Study Desk,Furniture,West,Offline,4,12999,51996,Net Banking,CUST1009
829,2024-01-09,H&M Formal Shirt,Clothing,South,Online,7,1999,13993,Cash,CUST1079
830,2024-04-09,IKEA Study Desk,Furniture,North,Offline,5,12999,64995,Net Banking,CUST1121
831,2024-05-23,H&M Formal Shirt,Clothing,West,Online,7,1999,13993,UPI,CUST1196
832,2024-03-13,Organic Almonds 500g,Groceries,North,Online,6,699,4194,UPI,CUST1189
833,2024-05-29,JBL Bluetooth Speaker,Electronics,West,Online,3,6999,20997,Net Banking,CUST1089
834,2024-01-15,Maybelline Foundation,Beauty,East,Online,2,799,1598,Credit Card,CUST1078
835,2024-01-30,Whole Wheat Bread,Groceries,North,Online,7,89,623,Net Banking,CUST1068
836,2024-01-06,Dove Body Lotion,Beauty,South,Online,7,349,2443,UPI,CUST1146
837,2024-01-26,IKEA Study Desk,Furniture,West,Online,3,12999,38997,Cash,CUST1157
838,2024-03-17,Fresh Orange Juice,Groceries,West,Offline,2,149,298,Cash,CUST1073
839,2024-03-08,Sony WH-1000XM5,Electronics,South,Offline,1,29999,29999,Credit Card,CUST1151
840,2024-03-27,Organic Almonds 500g,Groceries,West,Online,2,699,1398,UPI,CUST1129
841,2024-03-17,Coffee Table Glass,Furniture,East,Online,5,6999,34995,Net Banking,CUST1171
842,2024-05-20,Nike Running Shoes,Clothing,North,Online,8,8499,67992,UPI,CUST1163
843,2024-05-16,Cycling Helmet,Sports,North,Online,3,2999,8997,Cash,CUST1038
844,2024-06-24,Fresh Orange Juice,Groceries,West,Offline,2,149,298,Cash,CUST1105
845,2024-03-09,Olive Oil Premium,Groceries,East,Offline,7,599,4193,Cash,CUST1029
846,2024-02-08,Nike Running Shoes,Clothing,South,Online,8,8499,67992,Net Banking,CUST1108
847,2024-06-14,Apple AirPods Pro,Electronics,East,Online,3,24999,74997,Cash,CUST1164
848,2024-01-11,Dove Body Lotion,Beauty,East,Offline,6,349,2094,UPI,CUST1016
849,2024-04-14,Olive Oil Premium,Groceries,West,Offline,3,599,1797,Cash,CUST1028
850,2024-05-26,Gillette Razor Set,Beauty,North,Offline,9,449,4041,UPI,CUST1127
851,2024-01-24,H&M Formal Shirt,Clothing,South,Online,10,1999,19990,Net Banking,CUST1191
852,2024-03-01,Wooden Bookshelf,Furniture,East,Online,3,8999,26997,Net Banking,CUST1104
853,2024-03-06,Wilson Tennis Racket,Sports,North,Offline,2,5499,10998,UPI,CUST1139
854,2024-04-18,Wooden Bookshelf,Furniture,South,Offline,3,8999,26997,Net Banking,CUST1183
855,2024-04-04,Organic Almonds 500g,Groceries,South,Offline,1,699,699,Cash,CUST1064
856,2024-05-21,Ergonomic Chair,Furniture,South,Offline,5,15999,79995,Cash,CUST1113
857,2024-04-09,Dell Laptop 15,Electronics,West,Offline,2,65000,130000,UPI,CUST1053
858,2024-02-11,Ergonomic Chair,Furniture,South,Online,1,15999,15999,Net Banking,CUST1120
859,2024-04-15,Olive Oil Premium,Groceries,South,Offline,3,599,1797,UPI,CUST1129
860,2024-01-17,Fresh Orange Juice,Groceries,West,Online,1,149,149,Cash,CUST1161
861,2024-04-23,Maybelline Foundation,Beauty,West,Offline,6,799,4794,Credit Card,CUST1028
862,2024-02-10,H&M Formal Shirt,Clothing,South,Offline,6,1999,11994,Net Banking,CUST1122
863,2024-02-04,Whole Wheat Bread,Groceries,South,Online,7,89,623,UPI,CUST1046
864,2024-04-10,Coffee Table Glass,Furniture,East,Online,5,6999,34995,Cash,CUST1022
865,2024-04-28,Zara Floral Dress,Clothing,East,Offline,10,2999,29990,UPI,CUST1038
866,2024-01-23,Whole Wheat Bread,Groceries,East,Online,8,89,712,Net Banking,CUST1030
867,2024-02-27,Maybelline Foundation,Beauty,South,Offline,5,799,3995,UPI,CUST1191
868,2024-05-06,Wooden Bookshelf,Furniture,South,Offline,3,8999,26997,Cash,CUST1107
869,2024-02-16,Wooden Bookshelf,Furniture,East,Online,5,8999,44995,Net Banking,CUST1063
870,2024-04-04,Cycling Helmet,Sports,East,Online,6,2999,17994,Net Banking,CUST1175
871,2024-02-24,Dove Body Lotion,Beauty,South,Online,2,349,698,Credit Card,CUST1013
872,2024-03-26,Adidas Hoodie,Clothing,South,Offline,10,3499,34990,Credit Card,CUST1001
873,2024-03-05,Swim Goggles Pro,Sports,West,Online,6,999,5994,Cash,CUST1143
874,2024-01-11,Yoga Mat Premium,Sports,East,Online,6,1299,7794,Net Banking,CUST1033
875,2024-01-23,Olive Oil Premium,Groceries,East,Online,1,599,599,Cash,CUST1127
876,2024-03-12,Neutrogena Sunscreen,Beauty,East,Offline,10,599,5990,UPI,CUST1132
877,2024-03-21,Wooden Bookshelf,Furniture,South,Online,2,8999,17998,Net Banking,CUST1013
878,2024-02-18,Nike Running Shoes,Clothing,East,Online,3,8499,25497,Net Banking,CUST1111
879,2024-01-30,IKEA Study Desk,Furniture,West,Offline,4,12999,51996,Net Banking,CUST1126
880,2024-01-29,Maybelline Foundation,Beauty,West,Online,5,799,3995,Cash,CUST1043
881,2024-05-10,Brown Rice 5kg,Groceries,North,Offline,9,399,3591,Cash,CUST1106
882,2024-01-20,Adidas Hoodie,Clothing,South,Online,2,3499,6998,Net Banking,CUST1095
883,2024-05-31,JBL Bluetooth Speaker,Electronics,East,Online,4,6999,27996,Net Banking,CUST1160
884,2024-03-09,Wilson Tennis Racket,Sports,South,Offline,8,5499,43992,UPI,CUST1187
885,2024-05-25,Levi's 501 Jeans,Clothing,South,Online,1,3999,3999,Credit Card,CUST1140
886,2024-06-03,IKEA Study Desk,Furniture,East,Online,4,12999,51996,Credit Card,CUST1005
887,2024-02-23,Adidas Hoodie,Clothing,East,Offline,3,3499,10497,Credit Card,CUST1076
888,2024-05-05,Ergonomic Chair,Furniture,West,Online,3,15999,47997,Cash,CUST1125
889,2024-04-24,Queen Bed Frame,Furniture,North,Online,4,22999,91996,UPI,CUST1157
890,2024-02-17,Queen Bed Frame,Furniture,East,Online,4,22999,91996,Cash,CUST1165
891,2024-06-24,Maybelline Foundation,Beauty,North,Offline,2,799,1598,UPI,CUST1119
892,2024-04-21,JBL Bluetooth Speaker,Electronics,West,Offline,3,6999,20997,Cash,CUST1133
893,2024-04-19,Brown Rice 5kg,Groceries,North,Offline,9,399,3591,Credit Card,CUST1130
894,2024-04-18,IKEA Study Desk,Furniture,North,Offline,3,12999,38997,UPI,CUST1065
895,2024-05-29,JBL Bluetooth Speaker,Electronics,East,Offline,2,6999,13998,Cash,CUST1100
896,2024-01-12,Dell Laptop 15,Electronics,West,Offline,4,65000,260000,UPI,CUST1087
897,2024-02-17,Levi's 501 Jeans,Clothing,South,Offline,2,3999,7998,Net Banking,CUST1136
898,2024-01-05,Dell Laptop 15,Electronics,East,Offline,4,65000,260000,Net Banking,CUST1168
899,2024-06-03,Dove Body Lotion,Beauty,North,Offline,6,349,2094,Net Banking,CUST1077
900,2024-01-23,Levi's 501 Jeans,Clothing,East,Offline,4,3999,15996,Credit Card,CUST1053
901,2024-05-03,Maybelline Foundation,Beauty,West,Offline,9,799,7191,Cash,CUST1022
902,2024-03-18,Wooden Bookshelf,Furniture,West,Online,2,8999,17998,Net Banking,CUST1124
903,2024-04-30,JBL Bluetooth Speaker,Electronics,North,Online,5,6999,34995,Net Banking,CUST1013
904,2024-03-26,Samsung Galaxy S23,Electronics,South,Offline,5,79999,399995,UPI,CUST1009
905,2024-05-04,Queen Bed Frame,Furniture,East,Online,1,22999,22999,Net Banking,CUST1147
906,2024-03-21,Wilson Tennis Racket,Sports,South,Online,8,5499,43992,Credit Card,CUST1126
907,2024-06-08,Neutrogena Sunscreen,Beauty,North,Online,5,599,2995,Cash,CUST1120
908,2024-03-29,Wooden Bookshelf,Furniture,North,Offline,5,8999,44995,Net Banking,CUST1033
909,2024-03-16,Dove Body Lotion,Beauty,South,Offline,6,349,2094,Net Banking,CUST1041
910,2024-06-08,Zara Floral Dress,Clothing,North,Online,4,2999,11996,Cash,CUST1155
911,2024-05-05,JBL Bluetooth Speaker,Electronics,South,Online,2,6999,13998,Cash,CUST1142
912,2024-01-13,Sony WH-1000XM5,Electronics,West,Online,5,29999,149995,Credit Card,CUST1016
913,2024-03-27,IKEA Study Desk,Furniture,East,Online,3,12999,38997,UPI,CUST1200
914,2024-03-31,JBL Bluetooth Speaker,Electronics,South,Offline,5,6999,34995,Credit Card,CUST1180
915,2024-01-13,Queen Bed Frame,Furniture,South,Offline,5,22999,114995,Credit Card,CUST1143
916,2024-01-11,Wilson Tennis Racket,Sports,North,Offline,6,5499,32994,Cash,CUST1186
917,2024-03-15,Dove Body Lotion,Beauty,South,Online,6,349,2094,UPI,CUST1035
918,2024-02-01,Adidas Hoodie,Clothing,South,Online,8,3499,27992,UPI,CUST1073
919,2024-05-09,Nike Running Shoes,Clothing,West,Offline,6,8499,50994,Cash,CUST1038
920,2024-05-15,Wooden Bookshelf,Furniture,South,Online,4,8999,35996,Net Banking,CUST1132
921,2024-06-23,Organic Almonds 500g,Groceries,East,Online,9,699,6291,Credit Card,CUST1021
922,2024-03-27,Fresh Orange Juice,Groceries,West,Online,1,149,149,Cash,CUST1147
923,2024-01-15,Gillette Razor Set,Beauty,West,Offline,9,449,4041,UPI,CUST1184
924,2024-03-21,Organic Almonds 500g,Groceries,South,Offline,3,699,2097,Net Banking,CUST1114
925,2024-06-13,H&M Formal Shirt,Clothing,North,Offline,7,1999,13993,Cash,CUST1077
926,2024-01-22,HP Printer 3755,Electronics,West,Offline,2,12999,25998,UPI,CUST1054
927,2024-01-24,Swim Goggles Pro,Sports,North,Offline,3,999,2997,Credit Card,CUST1007
928,2024-05-18,Dumbbell Set 10kg,Sports,South,Online,7,3499,24493,Credit Card,CUST1187
929,2024-01-16,Greek Yogurt Pack,Groceries,East,Offline,2,199,398,Net Banking,CUST1076
930,2024-05-26,L'Oreal Shampoo,Beauty,West,Online,10,499,4990,Cash,CUST1089
931,2024-03-17,Olive Oil Premium,Groceries,North,Online,4,599,2396,Credit Card,CUST1083
932,2024-05-12,Yoga Mat Premium,Sports,West,Online,7,1299,9093,Net Banking,CUST1020
933,2024-01-24,Dell Laptop 15,Electronics,West,Online,3,65000,195000,Net Banking,CUST1150
934,2024-05-23,Cycling Helmet,Sports,North,Offline,8,2999,23992,Net Banking,CUST1187
935,2024-04-16,Levi's 501 Jeans,Clothing,West,Online,9,3999,35991,Credit Card,CUST1177
936,2024-02-24,Queen Bed Frame,Furniture,South,Offline,3,22999,68997,Credit Card,CUST1154
937,2024-04-14,Samsung Galaxy S23,Electronics,North,Online,2,79999,159998,Credit Card,CUST1095
938,2024-03-19,Greek Yogurt Pack,Groceries,West,Offline,3,199,597,Net Banking,CUST1012
939,2024-03-19,Whole Wheat Bread,Groceries,South,Online,2,89,178,UPI,CUST1017
940,2024-01-12,Queen Bed Frame,Furniture,North,Offline,4,22999,91996,Net Banking,CUST1184
941,2024-06-04,Levi's 501 Jeans,Clothing,South,Offline,3,3999,11997,UPI,CUST1022
942,2024-06-08,Gillette Razor Set,Beauty,West,Offline,6,449,2694,Credit Card,CUST1171
943,2024-04-23,Neutrogena Sunscreen,Beauty,South,Offline,10,599,5990,UPI,CUST1143
944,2024-06-14,Logitech MX Master 3,Electronics,East,Offline,5,8999,44995,Credit Card,CUST1145
945,2024-05-13,Adidas Hoodie,Clothing,East,Offline,3,3499,10497,Credit Card,CUST1070
946,2024-02-22,Puma Track Pants,Clothing,East,Online,6,2499,14994,Net Banking,CUST1150
947,2024-01-12,IKEA Study Desk,Furniture,West,Online,5,12999,64995,UPI,CUST1097
948,2024-03-06,Samsung Galaxy S23,Electronics,North,Online,2,79999,159998,UPI,CUST1196
949,2024-01-23,Zara Floral Dress,Clothing,North,Online,6,2999,17994,Cash,CUST1006
950,2024-01-15,Fresh Orange Juice,Groceries,West,Online,6,149,894,UPI,CUST1096
951,2024-01-31,Apple AirPods Pro,Electronics,South,Offline,4,24999,99996,Net Banking,CUST1029
952,2024-03-09,Sony WH-1000XM5,Electronics,North,Online,1,29999,29999,Net Banking,CUST1162
953,2024-02-29,Sony WH-1000XM5,Electronics,East,Offline,2,29999,59998,UPI,CUST1145
954,2024-04-14,IKEA Study Desk,Furniture,South,Online,5,12999,64995,Cash,CUST1200
955,2024-03-03,Cycling Helmet,Sports,East,Offline,10,2999,29990,UPI,CUST1167
956,2024-02-12,Samsung Galaxy S23,Electronics,East,Online,4,79999,319996,UPI,CUST1161
957,2024-02-24,Swim Goggles Pro,Sports,East,Offline,10,999,9990,Credit Card,CUST1076
958,2024-01-23,IKEA Study Desk,Furniture,South,Offline,4,12999,51996,Cash,CUST1156
959,2024-05-09,Olive Oil Premium,Groceries,North,Offline,8,599,4792,UPI,CUST1062
960,2024-06-18,Greek Yogurt Pack,Groceries,West,Offline,1,199,199,Cash,CUST1165
961,2024-01-01,Cycling Helmet,Sports,South,Offline,7,2999,20993,Net Banking,CUST1195
962,2024-04-10,Wilson Tennis Racket,Sports,North,Offline,8,5499,43992,Credit Card,CUST1090
963,2024-04-06,Dumbbell Set 10kg,Sports,East,Offline,1,3499,3499,Credit Card,CUST1118
964,2024-04-04,Adidas Hoodie,Clothing,East,Online,5,3499,17495,UPI,CUST1049
965,2024-01-24,Dumbbell Set 10kg,Sports,East,Online,6,3499,20994,Credit Card,CUST1071
966,2024-05-06,Gillette Razor Set,Beauty,East,Offline,7,449,3143,Credit Card,CUST1071
967,2024-05-25,Cycling Helmet,Sports,North,Offline,10,2999,29990,Cash,CUST1016
968,2024-05-30,Puma Track Pants,Clothing,East,Offline,4,2499,9996,UPI,CUST1049
969,2024-06-22,Logitech MX Master 3,Electronics,North,Offline,1,8999,8999,Net Banking,CUST1164
970,2024-06-21,L'Oreal Shampoo,Beauty,West,Offline,5,499,2495,Credit Card,CUST1174
971,2024-05-12,Queen Bed Frame,Furniture,West,Online,2,22999,45998,Credit Card,CUST1071
972,2024-04-17,Cycling Helmet,Sports,East,Online,2,2999,5998,Credit Card,CUST1188
973,2024-02-27,Dove Body Lotion,Beauty,South,Online,6,349,2094,UPI,CUST1016
974,2024-06-09,L'Oreal Shampoo,Beauty,West,Offline,10,499,4990,UPI,CUST1064
975,2024-03-04,Dell Laptop 15,Electronics,South,Offline,3,65000,195000,Cash,CUST1018
976,2024-06-02,Cycling Helmet,Sports,North,Offline,2,2999,5998,Credit Card,CUST1008
977,2024-04-06,Olive Oil Premium,Groceries,South,Online,8,599,4792,Credit Card,CUST1077
978,2024-06-05,Dove Body Lotion,Beauty,East,Online,1,349,349,UPI,CUST1097
979,2024-04-12,HP Printer 3755,Electronics,East,Offline,5,12999,64995,Credit Card,CUST1116
980,2024-04-08,Queen Bed Frame,Furniture,West,Offline,1,22999,22999,Net Banking,CUST1132
981,2024-03-25,Yoga Mat Premium,Sports,East,Offline,2,1299,2598,Cash,CUST1146
982,2024-02-02,Gillette Razor Set,Beauty,West,Online,10,449,4490,Net Banking,CUST1047
983,2024-03-03,Nike Running Shoes,Clothing,East,Offline,9,8499,76491,UPI,CUST1079
984,2024-05-29,Yoga Mat Premium,Sports,West,Offline,5,1299,6495,UPI,CUST1002
985,2024-05-12,Yoga Mat Premium,Sports,East,Offline,9,1299,11691,Credit Card,CUST1108
986,2024-03-29,Levi's 501 Jeans,Clothing,South,Online,8,3999,31992,Net Banking,CUST1153
987,2024-06-26,Brown Rice 5kg,Groceries,North,Online,3,399,1197,Credit Card,CUST1116
988,2024-01-11,Wooden Bookshelf,Furniture,North,Offline,4,8999,35996,Cash,CUST1061
989,2024-05-03,Neutrogena Sunscreen,Beauty,East,Online,1,599,599,UPI,CUST1002
990,2024-01-19,Organic Almonds 500g,Groceries,East,Online,10,699,6990,UPI,CUST1011
991,2024-01-08,Levi's 501 Jeans,Clothing,East,Offline,3,3999,11997,UPI,CUST1141
992,2024-03-03,Levi's 501 Jeans,Clothing,East,Online,2,3999,7998,Credit Card,CUST1173
993,2024-02-05,IKEA Study Desk,Furniture,South,Online,2,12999,25998,UPI,CUST1095
994,2024-06-18,H&M Formal Shirt,Clothing,South,Online,3,1999,5997,Cash,CUST1048
995,2024-02-19,Cycling Helmet,Sports,West,Online,4,2999,11996,Credit Card,CUST1195
996,2024-06-06,Yoga Mat Premium,Sports,South,Online,1,1299,1299,UPI,CUST1032
997,2024-05-10,Cycling Helmet,Sports,South,Offline,10,2999,29990,Credit Card,CUST1042
998,2024-05-10,Coffee Table Glass,Furniture,West,Online,3,6999,20997,UPI,CUST1134
999,2024-06-26,Queen Bed Frame,Furniture,East,Online,5,22999,114995,Credit Card,CUST1053
1000,2024-02-26,Adidas Hoodie,Clothing,West,Online,7,3499,24493,Cash,CUST1095
1001,2024-03-06,Wilson Tennis Racket,Sports,South,Online,9,5499,49491,UPI,CUST1058
1002,2024-05-29,Dell Laptop 15,Electronics,West,Online,4,65000,260000,UPI,CUST1127
1003,2024-03-22,Fresh Orange Juice,Groceries,East,Online,2,149,298,UPI,CUST1021
1004,2024-03-16,Swim Goggles Pro,Sports,South,Offline,2,999,1998,Credit Card,CUST1018
1005,2024-04-02,HP Printer 3755,Electronics,West,Offline,3,12999,38997,UPI,CUST1190
1006,2024-06-23,Whole Wheat Bread,Groceries,South,Offline,9,89,801,UPI,CUST1002
1007,2024-03-17,Greek Yogurt Pack,Groceries,South,Offline,1,199,199,Net Banking,CUST1167
1008,2024-05-11,Adidas Hoodie,Clothing,East,Offline,8,3499,27992,Cash,CUST1132
1009,2024-05-30,Cycling Helmet,Sports,West,Online,4,2999,11996,Net Banking,CUST1197
1010,2024-06-27,Wooden Bookshelf,Furniture,West,Offline,3,8999,26997,Cash,CUST1147
1011,2024-02-02,Olive Oil Premium,Groceries,West,Offline,6,599,3594,UPI,CUST1057
1012,2024-04-17,Queen Bed Frame,Furniture,West,Online,1,22999,22999,Cash,CUST1039
1013,2024-03-25,Swim Goggles Pro,Sports,South,Online,7,999,6993,Credit Card,CUST1136
1014,2024-04-08,Adidas Hoodie,Clothing,West,Offline,5,3499,17495,Credit Card,CUST1043
1015,2024-01-27,Gillette Razor Set,Beauty,East,Offline,8,449,3592,Credit Card,CUST1047
1016,2024-02-20,Dell Laptop 15,Electronics,East,Online,5,65000,325000,Credit Card,CUST1116
1017,2024-01-15,Brown Rice 5kg,Groceries,East,Offline,7,399,2793,Net Banking,CUST1040
1018,2024-01-29,H&M Formal Shirt,Clothing,West,Online,4,1999,7996,Cash,CUST1052
1019,2024-03-20,Queen Bed Frame,Furniture,North,Offline,5,22999,114995,Cash,CUST1128
1020,2024-06-24,Ergonomic Chair,Furniture,East,Online,1,15999,15999,Net Banking,CUST1154
1021,2024-03-04,Dumbbell Set 10kg,Sports,West,Offline,2,3499,6998,UPI,CUST1165
1022,2024-04-26,Olive Oil Premium,Groceries,West,Offline,3,599,1797,Net Banking,CUST1063
1023,2024-02-15,Cycling Helmet,Sports,West,Offline,10,2999,29990,Credit Card,CUST1100
1024,2024-06-27,Apple AirPods Pro,Electronics,East,Offline,3,24999,74997,Credit Card,CUST1178
1025,2024-02-25,Queen Bed Frame,Furniture,South,Online,1,22999,22999,UPI,CUST1104
1026,2024-04-25,Zara Floral Dress,Clothing,West,Online,2,2999,5998,Net Banking,CUST1097
1027,2024-03-28,Dove Body Lotion,Beauty,West,Online,2,349,698,Cash,CUST1083
1028,2024-06-20,Dove Body Lotion,Beauty,West,Online,4,349,1396,Net Banking,CUST1035
1029,2024-04-30,Whole Wheat Bread,Groceries,South,Offline,3,89,267,UPI,CUST1031
1030,2024-05-16,Dove Body Lotion,Beauty,East,Offline,5,349,1745,Cash,CUST1112
1031,2024-04-01,Levi's 501 Jeans,Clothing,South,Online,8,3999,31992,Credit Card,CUST1162
1032,2024-05-13,L'Oreal Shampoo,Beauty,North,Online,10,499,4990,Credit Card,CUST1012
1033,2024-04-06,Levi's 501 Jeans,Clothing,South,Online,1,3999,3999,Net Banking,CUST1007
1034,2024-01-04,Whole Wheat Bread,Groceries,East,Offline,3,89,267,Cash,CUST1011
1035,2024-04-16,Wilson Tennis Racket,Sports,West,Offline,10,5499,54990,Cash,CUST1138
1036,2024-04-11,IKEA Study Desk,Furniture,East,Online,2,12999,25998,Credit Card,CUST1102
1037,2024-06-16,Organic Almonds 500g,Groceries,East,Online,5,699,3495,UPI,CUST1011
1038,2024-01-18,Adidas Hoodie,Clothing,South,Online,2,3499,6998,Cash,CUST1064
1039,2024-01-25,Dumbbell Set 10kg,Sports,North,Offline,3,3499,10497,UPI,CUST1044
1040,2024-06-11,Neutrogena Sunscreen,Beauty,East,Online,10,599,5990,Net Banking,CUST1097
1041,2024-05-10,Maybelline Foundation,Beauty,East,Offline,2,799,1598,UPI,CUST1060
1042,2024-04-19,H&M Formal Shirt,Clothing,East,Online,5,1999,9995,Cash,CUST1038
1043,2024-04-06,Puma Track Pants,Clothing,East,Offline,8,2499,19992,UPI,CUST1034
1044,2024-03-12,Olive Oil Premium,Groceries,North,Offline,5,599,2995,Credit Card,CUST1058
1045,2024-03-25,Whole Wheat Bread,Groceries,North,Offline,4,89,356,Cash,CUST1155
1046,2024-04-07,Dumbbell Set 10kg,Sports,West,Online,8,3499,27992,Credit Card,CUST1049
1047,2024-01-14,Maybelline Foundation,Beauty,East,Online,9,799,7191,Cash,CUST1060
1048,2024-05-09,Dell Laptop 15,Electronics,West,Offline,2,65000,130000,Net Banking,CUST1045
1049,2024-06-04,Zara Floral Dress,Clothing,North,Offline,4,2999,11996,UPI,CUST1200
1050,2024-05-03,Sony WH-1000XM5,Electronics,West,Online,4,29999,119996,Net Banking,CUST1194
1051,2024-02-09,IKEA Study Desk,Furniture,West,Online,3,12999,38997,Cash,CUST1141
1052,2024-02-14,Fresh Orange Juice,Groceries,West,Online,9,149,1341,Net Banking,CUST1018
1053,2024-03-26,Puma Track Pants,Clothing,East,Offline,1,2499,2499,Credit Card,CUST1128
